run-pipeline-gpu-5k6vd-106796021,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-14 05:45:00+00:00,2,5 days 17:30:00,2,22.13909018181822,A100,y
run-pipeline-gpu-brrw5-2583146811,task,PROJECT_11,ns-1682430413891001,,2023-11-08 12:15:00+00:00,2024-01-04 23:45:00+00:00,4,57 days 11:30:00,4,77.50942949,A100,y
run-pipeline-gpu-qgdht-488548089,task,PROJECT_5,ns-1690440796148727,,2023-11-08 12:15:00+00:00,2023-11-23 15:45:00+00:00,1,15 days 03:30:00,5,87.06974552957378,A100,n
run-pipeline-gpu-dzqlw-1162961189,task,PROJECT_5,ns-1690440796148727,TEAM_2,2023-11-08 12:15:00+00:00,2023-11-14 02:30:00+00:00,1,5 days 14:15:00,4,76.03600651769088,A100,y
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00,5,98.71720899737034,A100,n
run-pipeline-gpu-tdn9x-3826168464,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-08 12:15:00+00:00,2024-01-05 08:00:00+00:00,1,57 days 19:45:00,3,53.06604226265558,A100,y
run-pipeline-gpu-249fz-1917604606,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-11 07:15:00+00:00,1,2 days 19:00:00,4,74.40807798507463,A100,n
run-pipeline-gpu-m46vh-3517775556,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-16 08:15:00+00:00,1,7 days 20:00:00,4,75.40088736702134,A100,y
run-pipeline-gpu-kb27t-3379495359,task,PROJECT_17,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-12 16:45:00+00:00,1,3 days 09:15:00,4,68.49939107692305,A100,n
run-pipeline-gpu-vxk4g-2272960119,task,PROJECT_17,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-11 19:45:00+00:00,1,2 days 12:15:00,4,69.37933692946059,A100,y
run-pipeline-gpu-mzxmw-1728086594,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-09 07:30:00+00:00,2023-11-10 03:45:00+00:00,1,0 days 20:15:00,4,70.84213703703708,A100,n
run-pipeline-gpu-fnld8-991320353,task,PROJECT_17,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-11 01:30:00+00:00,1,1 days 18:00:00,4,67.42975059523809,A100,y
run-pipeline-gpu-dwdpk-1858045587,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-10 01:00:00+00:00,2023-11-10 01:15:00+00:00,4,0 days 00:15:00,1,0,A30,n
run-pipeline-gpu-2zm9z-2928502513,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-10 02:15:00+00:00,2023-11-10 02:45:00+00:00,1,0 days 00:30:00,1,0,A30,y
run-pipeline-gpu-sbk8h-2282085431,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00,1,0 days 00:15:00,1,0,A100,n
run-pipeline-gpu-n8z87-2676103458,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:00:00+00:00,2023-11-11 07:45:00+00:00,1,0 days 00:45:00,1,0,A100,y
run-pipeline-gpu-t7dvb-3880253144,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00,1,0 days 00:15:00,1,0,A100,n
run-pipeline-gpu-5rxcj-280418497,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:45:00+00:00,2023-11-20 08:15:00+00:00,1,9 days 00:30:00,4,75.83887563510379,A100,n
run-pipeline-gpu-vj5n4-2599679878,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 08:00:00+00:00,2023-11-17 22:15:00+00:00,1,6 days 14:15:00,4,74.48067361769358,A100,y
run-pipeline-gpu-t8f9p-304554660,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-11 12:00:00+00:00,2023-11-11 13:15:00+00:00,1,0 days 01:15:00,1,0,A100,n
run-pipeline-gpu-fsvst-120632241,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-11 13:15:00+00:00,2023-11-12 04:45:00+00:00,1,0 days 15:30:00,1,0,A100,y
run-pipeline-gpu-b7drh-3444738588,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-12 04:30:00+00:00,2023-11-12 04:45:00+00:00,1,0 days 00:15:00,1,0,A100,y
run-pipeline-gpu-b7kcj-3614906754,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-13 02:15:00+00:00,2023-11-13 05:45:00+00:00,2,0 days 03:30:00,5,100,A100,y
run-pipeline-gpu-cwpcn-377226272,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-13 02:15:00+00:00,2023-11-15 03:00:00+00:00,1,2 days 00:45:00,3,48.15248153846154,A100,y
run-pipeline-gpu-ff44j-3079852243,task,PROJECT_1,ns-16904458533318198,,2023-11-13 05:45:00+00:00,2023-11-13 06:30:00+00:00,1,0 days 00:45:00,1,0,A100,n
run-pipeline-gpu-jk789-511130492,task,PROJECT_1,ns-16904458533318198,,2023-11-13 06:30:00+00:00,2023-11-14 00:30:00+00:00,1,0 days 18:00:00,1,0,A100,n
run-pipeline-gpu-pzqs7-1201351252,task,PROJECT_4,ns-16904413105821052,TEAM_4,2023-11-13 06:30:00+00:00,2023-11-15 03:30:00+00:00,1,1 days 21:00:00,1,0.5572149999999995,A30,n
run-pipeline-gpu-2g9n4-268950333,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-14 01:45:00+00:00,2023-11-14 05:30:00+00:00,2,0 days 03:45:00,1,0.1735333333333333,A100,n
run-pipeline-gpu-sq4js-4215513372,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 05:45:00+00:00,2023-11-15 06:45:00+00:00,1,1 days 01:00:00,2,29.639472,A100,y
run-pipeline-gpu-xnpsz-830121636,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 05:45:00+00:00,2023-12-20 23:45:00+00:00,2,36 days 18:00:00,2,34.49949019274378,A100,y
run-pipeline-gpu-lq5c6-4242495716,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 06:00:00+00:00,2023-11-27 15:30:00+00:00,2,13 days 09:30:00,4,79.28603934681178,A100,y
run-pipeline-gpu-hlx6w-1170047220,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-15 01:45:00+00:00,2023-11-15 08:00:00+00:00,1,0 days 06:15:00,1,0,A30,y
run-pipeline-gpu-lwm5h-203195454,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-15 05:30:00+00:00,2023-11-22 05:00:00+00:00,2,6 days 23:30:00,5,96.45448388059698,A100,n
run-pipeline-gpu-rm2rv-1167110538,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 01:00:00+00:00,2023-11-21 02:00:00+00:00,2,5 days 01:00:00,3,45.68188057851241,A30,y
run-pipeline-gpu-w4475-3615018934,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 02:00:00+00:00,2023-11-17 00:15:00+00:00,2,0 days 22:15:00,3,48.38950225,A30,n
run-pipeline-gpu-6pclb-2524450674,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 09:15:00+00:00,2023-11-17 04:30:00+00:00,1,0 days 19:15:00,4,65.75052597402602,A100,y
run-pipeline-gpu-qmx54-2022652188,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 00:15:00+00:00,2023-11-18 10:45:00+00:00,2,1 days 10:30:00,2,31.79245072463769,A30,n
run-pipeline-gpu-6ql2z-47053424,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 04:30:00+00:00,2023-11-18 05:30:00+00:00,2,1 days 01:00:00,5,88.84465900000004,A100,y
run-pipeline-gpu-tz82p-1112139773,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 08:00:00+00:00,2023-11-29 23:15:00+00:00,1,12 days 15:15:00,5,80.98754064303374,A100,n
run-pipeline-gpu-4nkqq-346609950,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-18 10:45:00+00:00,2023-11-22 21:30:00+00:00,2,4 days 10:45:00,3,49.95098103044496,A30,y
run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 06:15:00+00:00,2024-01-03 19:00:00+00:00,4,45 days 12:45:00,5,80.61975326012343,A100,n
run-pipeline-gpu-99pnm-2110579444,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-20 01:15:00+00:00,2023-11-22 08:00:00+00:00,2,2 days 06:45:00,4,61.76040821917809,A100,y
run-pipeline-gpu-cxq25-2788092908,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-20 06:15:00+00:00,2023-11-20 18:30:00+00:00,1,0 days 12:15:00,5,98.23517346938772,A100,n
run-pipeline-gpu-4vp9q-2824256533,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-20 11:00:00+00:00,2023-11-21 07:15:00+00:00,1,0 days 20:15:00,5,97.18334691,A100,y
run-pipeline-gpu-4pbf4-2042923357,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 01:45:00+00:00,2023-11-22 07:00:00+00:00,2,1 days 05:15:00,1,0.9373641025641029,A30,n
run-pipeline-gpu-hdxcg-3799891687,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 01:45:00+00:00,2023-11-21 05:00:00+00:00,1,0 days 03:15:00,4,71.98893846153847,A30,y
run-pipeline-gpu-p57rk-1836437728,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 02:00:00+00:00,2023-12-12 06:00:00+00:00,1,21 days 04:00:00,3,54.16691594488183,A30,n
run-pipeline-gpu-986dx-1821147938,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 04:00:00+00:00,2023-11-27 02:00:00+00:00,1,5 days 22:00:00,3,46.23225827464791,A100,n
run-pipeline-gpu-pkn5k-2293202526,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 07:00:00+00:00,2023-11-21 07:15:00+00:00,2,0 days 00:15:00,1,0,A30,y
run-pipeline-gpu-nxw68-2238497002,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 08:15:00+00:00,2023-11-21 11:15:00+00:00,4,0 days 03:00:00,5,98.18592499999998,A30,n
run-pipeline-gpu-mbjlq-2199334477,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 08:30:00+00:00,2023-11-22 02:15:00+00:00,2,0 days 17:45:00,4,79.49801126760563,A30,y
run-pipeline-gpu-46rld-602076289,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 23:30:00+00:00,2023-11-22 02:00:00+00:00,2,0 days 02:30:00,5,97.15401,A30,y
run-pipeline-gpu-46s9c-67508572,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 01:30:00+00:00,2023-11-22 08:00:00+00:00,1,0 days 06:30:00,2,23.666215384615377,A100,y
run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 01:45:00+00:00,2023-12-11 08:00:00+00:00,4,19 days 06:15:00,5,95.50504321,A100,y
run-pipeline-gpu-6tgb8-2521588706,task,PROJECT_13,ns-16904409679649498,,2023-11-22 02:15:00+00:00,2023-12-11 08:00:00+00:00,1,19 days 05:45:00,5,95.58256951813726,A100,n
run-pipeline-gpu-mcfj5-3790648592,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 05:00:00+00:00,2023-11-25 05:15:00+00:00,3,3 days 00:15:00,5,96.70283495,A30,y
run-pipeline-gpu-htrtb-3514714329,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:00:00+00:00,2023-11-25 05:15:00+00:00,1,2 days 21:15:00,4,72.12037400722024,A100,n
run-pipeline-gpu-q8vbq-2566611081,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:00:00+00:00,2023-11-22 08:30:00+00:00,1,0 days 00:30:00,1,0,A100,y
run-pipeline-gpu-7kdt4-947760339,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:00:00+00:00,2023-11-23 08:15:00+00:00,1,1 days 00:15:00,4,74.26258247422683,A100,n
run-pipeline-gpu-d4g2l-1314559116,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:30:00+00:00,2023-11-22 09:30:00+00:00,1,0 days 01:00:00,5,96.8216,A100,y
run-pipeline-gpu-9pkrt-881083773,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:45:00+00:00,2023-11-22 16:00:00+00:00,1,0 days 07:15:00,4,75.43938620689656,A100,n
run-pipeline-gpu-dt55x-1628821327,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:45:00+00:00,2023-11-26 21:00:00+00:00,1,4 days 12:15:00,4,75.69248383,A100,y
run-pipeline-gpu-mbfp8-2125459996,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 09:00:00+00:00,2023-11-25 05:15:00+00:00,3,2 days 20:15:00,4,74.17994212,A100,n
run-pipeline-gpu-sm76l-3164891348,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 09:30:00+00:00,2023-12-01 06:30:00+00:00,1,8 days 21:00:00,4,73.00023450704208,A100,y
run-pipeline-gpu-z4hc6-3142920312,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 12:30:00+00:00,2023-11-25 02:45:00+00:00,2,2 days 14:15:00,5,99.09868394,A30,n
run-pipeline-gpu-zwfd5-1679737841,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 21:30:00+00:00,2023-11-25 02:45:00+00:00,2,2 days 05:15:00,1,14.27892347,A30,y
run-pipeline-gpu-5q9nj-652192610,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 21:30:00+00:00,2023-11-24 01:45:00+00:00,2,1 days 04:15:00,1,6.548392035398234,A30,n
run-pipeline-gpu-8th7f-3514670650,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 22:15:00+00:00,2024-01-03 18:45:00+00:00,1,41 days 20:30:00,5,81.39063616,A100,y
run-pipeline-gpu-lj484-3628558047,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 00:00:00+00:00,2023-11-29 15:45:00+00:00,1,6 days 15:45:00,5,80.25230062597802,A100,n
run-pipeline-gpu-4q4ks-962390192,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 02:15:00+00:00,2023-11-23 02:30:00+00:00,1,0 days 00:15:00,1,0,A30,n
run-pipeline-gpu-p6wm9-4237331130,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 04:15:00+00:00,2023-11-24 09:15:00+00:00,1,1 days 05:00:00,4,65.65402414,A30,y
run-pipeline-gpu-2cnh8-111822940,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 09:15:00+00:00,2023-11-24 09:15:00+00:00,1,1 days 00:00:00,3,54.17801041666668,A100,n
run-pipeline-gpu-hndcn-327083716,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 21:00:00+00:00,2023-11-29 12:30:00+00:00,1,5 days 15:30:00,5,92.04070258,A100,y
run-pipeline-gpu-9tzlh-1719621050,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-24 04:45:00+00:00,2023-12-05 07:30:00+00:00,1,11 days 02:45:00,2,28.77252239925024,A100,y
run-pipeline-gpu-x8wqj-3920677999,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-24 06:15:00+00:00,2023-12-01 01:15:00+00:00,2,6 days 19:00:00,3,53.88705644171776,A30,y
run-pipeline-gpu-flk62-1199582912,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-24 08:30:00+00:00,2023-11-24 09:30:00+00:00,1,0 days 01:00:00,1,0,A30,y
run-pipeline-gpu-5pv6q-1924182953,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-24 09:30:00+00:00,2023-11-30 00:15:00+00:00,2,5 days 14:45:00,2,33.249382560296894,A30,n
run-pipeline-gpu-cznws-151652140,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-24 09:30:00+00:00,2023-12-20 23:45:00+00:00,1,26 days 14:15:00,2,28.37292769291036,A100,n
run-pipeline-gpu-p9ggm-216987153,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-24 23:30:00+00:00,2023-12-01 00:00:00+00:00,1,6 days 00:30:00,2,31.27976851211076,A30,n
run-pipeline-gpu-5fx6d-1307008704,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-25 05:30:00+00:00,2023-12-17 03:00:00+00:00,4,21 days 21:30:00,5,82.30537392959089,A100,n
run-pipeline-gpu-mtrnc-461812747,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-25 07:30:00+00:00,2023-11-26 02:15:00+00:00,1,0 days 18:45:00,5,91.63226933333334,A30,y
run-pipeline-gpu-82jgn-3511824822,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-26 03:15:00+00:00,2023-11-26 03:30:00+00:00,1,0 days 00:15:00,2,22.7114,A100,y
run-pipeline-gpu-rvpms-439587089,task,PROJECT_4,ns-16904413105821052,,2023-11-26 14:15:00+00:00,2023-11-27 21:30:00+00:00,1,1 days 07:15:00,1,0,A30,y
run-pipeline-gpu-mngfc-883818940,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-26 23:30:00+00:00,2023-12-04 20:45:00+00:00,2,7 days 21:15:00,5,96.75775852047558,A100,y
run-pipeline-gpu-wzvmv-3471391159,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-27 03:15:00+00:00,2023-11-28 23:30:00+00:00,3,1 days 20:15:00,4,70.09724745762712,A30,n
run-pipeline-gpu-95q2c-2234484543,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-27 04:00:00+00:00,2023-12-05 11:30:00+00:00,2,8 days 07:30:00,5,99.33425251,A100,y
run-pipeline-gpu-cj2dp-922712330,task,PROJECT_1,ns-16904458533318198,,2023-11-27 06:45:00+00:00,2023-11-27 07:15:00+00:00,1,0 days 00:30:00,2,32.6173,A100,n
run-pipeline-gpu-7956g-818070845,task,PROJECT_1,ns-16904458533318198,,2023-11-27 07:15:00+00:00,2023-11-27 15:45:00+00:00,1,0 days 08:30:00,1,12.667158823529409,A100,y
run-pipeline-gpu-p468s-2343969592,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-27 15:45:00+00:00,2023-11-27 16:15:00+00:00,1,0 days 00:30:00,1,0,A100,n
run-pipeline-gpu-mcm5b-2476492573,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-27 16:15:00+00:00,2023-11-28 12:00:00+00:00,1,0 days 19:45:00,4,72.49528101265822,A100,n
run-pipeline-gpu-mtvlb-2351174112,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-27 23:30:00+00:00,2023-11-28 08:30:00+00:00,1,0 days 09:00:00,4,78.15760833333333,A100,n
run-pipeline-gpu-cqvdx-3691269499,task,PROJECT_1,ns-16904458533318198,,2023-11-28 01:00:00+00:00,2023-11-28 12:00:00+00:00,1,0 days 11:00:00,4,77.79573863636365,A100,n
run-pipeline-gpu-5rmzk-3152839422,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-28 09:30:00+00:00,2023-12-14 07:30:00+00:00,1,15 days 22:00:00,5,92.47701158376944,A100,n
run-pipeline-gpu-lclbx-3893803466,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-29 00:00:00+00:00,2023-11-29 00:15:00+00:00,1,0 days 00:15:00,5,96.5697,A100,y
run-pipeline-gpu-dcqsc-909328375,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-29 00:15:00+00:00,2023-12-10 23:45:00+00:00,1,11 days 23:30:00,3,53.10361295652175,A30,y
run-pipeline-gpu-mgcww-1090067804,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-29 05:30:00+00:00,2023-11-29 05:45:00+00:00,1,0 days 00:15:00,1,0,A100,y
run-pipeline-gpu-764zd-3791762826,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-29 05:45:00+00:00,2023-12-01 06:30:00+00:00,1,2 days 00:45:00,4,69.57614358974357,A100,y
run-pipeline-gpu-r5dvd-3857918682,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-29 23:15:00+00:00,2023-11-30 00:15:00+00:00,1,0 days 01:00:00,5,92.5783,A100,n
run-pipeline-gpu-d85l2-3063364838,task,PROJECT_17,ns-16904374776309414,,2023-11-30 00:30:00+00:00,2023-11-30 07:00:00+00:00,1,0 days 06:30:00,5,91.68747308,A100,y
run-pipeline-gpu-76vz4-4096852664,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-30 01:00:00+00:00,2023-12-04 01:15:00+00:00,2,4 days 00:15:00,3,55.060162077922016,A30,n
run-pipeline-gpu-kzhj4-3456783790,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-30 05:45:00+00:00,2023-12-03 22:00:00+00:00,2,3 days 16:15:00,5,82.56335467,A100,y
run-pipeline-gpu-df8n6-3960466275,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-30 06:30:00+00:00,2023-12-02 00:00:00+00:00,1,1 days 17:30:00,1,1.7142512048192764,A30,n
run-pipeline-gpu-qj97l-3470366462,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-30 07:30:00+00:00,2023-12-02 06:15:00+00:00,1,1 days 22:45:00,1,0.8758631016042792,A100,y
run-pipeline-gpu-2bswz-48392133,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-30 08:30:00+00:00,2023-12-17 03:00:00+00:00,3,16 days 18:30:00,5,82.80916236024831,A100,n
run-pipeline-gpu-fvrwg-3472182721,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-30 08:45:00+00:00,2023-12-04 00:15:00+00:00,2,3 days 15:30:00,1,0,A30,y
run-pipeline-gpu-6v8q5-424948519,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-01 01:15:00+00:00,2023-12-07 06:30:00+00:00,2,6 days 05:15:00,3,57.79706197654939,A30,n
run-pipeline-gpu-rbfz5-333215584,task,PROJECT_17,ns-16904374776309414,,2023-12-01 06:30:00+00:00,2023-12-01 07:00:00+00:00,1,0 days 00:30:00,1,0,A100,y
run-pipeline-gpu-cpthh-1789610334,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-12-02 12:00:00+00:00,2023-12-14 08:00:00+00:00,3,11 days 20:00:00,1,0,A100,n
run-pipeline-gpu-twzkn-2040448825,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-04 00:15:00+00:00,2023-12-09 00:30:00+00:00,2,5 days 00:15:00,1,0,A100,y
run-pipeline-gpu-zfggz-1842294677,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-04 01:00:00+00:00,2023-12-07 15:30:00+00:00,2,3 days 14:30:00,3,49.58440433526013,A30,n
run-pipeline-gpu-m2dbz-3270852346,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-04 04:30:00+00:00,2023-12-07 06:15:00+00:00,2,3 days 01:45:00,1,0,A30,y
run-pipeline-gpu-kszt7-3240447802,task,PROJECT_17,ns-16904374776309414,,2023-12-04 04:30:00+00:00,2023-12-04 08:15:00+00:00,1,0 days 03:45:00,2,21.805546666666665,A100,n
run-pipeline-gpu-59qgh-2221250367,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-12-04 08:30:00+00:00,2023-12-05 01:15:00+00:00,1,0 days 16:45:00,5,83.40266567164176,A100,n
run-pipeline-gpu-4tbc9-1774180843,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-04 23:45:00+00:00,2023-12-05 01:45:00+00:00,2,0 days 02:00:00,2,24.847087500000004,A100,y
run-pipeline-gpu-dlxcs-3750760639,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-12-05 01:15:00+00:00,2023-12-05 03:15:00+00:00,4,0 days 02:00:00,4,67.402875,A30,n
run-pipeline-gpu-t6dns-976891770,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-05 02:00:00+00:00,2023-12-05 03:30:00+00:00,2,0 days 01:30:00,1,0,A100,y
run-pipeline-gpu-z69vt-1590214906,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-12-05 03:30:00+00:00,2023-12-11 07:15:00+00:00,1,6 days 03:45:00,5,88.73320659898476,A30,y
run-pipeline-gpu-6kssc-4256735251,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-05 04:00:00+00:00,2023-12-05 10:00:00+00:00,2,0 days 06:00:00,5,89.89253333333335,A100,y
run-pipeline-gpu-qx4cf-3764207183,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-05 11:45:00+00:00,2024-01-05 08:00:00+00:00,1,30 days 20:15:00,5,99.60076771,A100,y
run-pipeline-gpu-kbfzg-471070835,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-12-05 12:30:00+00:00,2023-12-06 00:30:00+00:00,2,0 days 12:00:00,3,47.17260833333332,A100,n
run-pipeline-gpu-29bzk-2417305075,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-12-06 00:30:00+00:00,2023-12-06 00:45:00+00:00,4,0 days 00:15:00,1,0,A100,n
