run-pipeline-gpu-cqxgz-1528876722,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-27 07:30:00+00:00,16,18 days 19:15:00
run-pipeline-gpu-fcthj-1525357944,task,PROJECT_5,ns-1690440796148727,,2023-11-08 12:15:00+00:00,2023-11-24 08:00:00+00:00,1,15 days 19:45:00
run-pipeline-gpu-x8kqd-3503434973,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2024-01-03 04:00:00+00:00,2,55 days 15:45:00
run-pipeline-gpu-8g5pb-2879794351,task,PROJECT_13,ns-16904409679649498,,2023-11-08 12:15:00+00:00,2023-11-22 01:30:00+00:00,8,13 days 13:15:00
run-pipeline-gpu-gjvg9-1789996226,task,PROJECT_7,ns-16904458681476984,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-16 06:00:00+00:00,4,7 days 17:45:00
run-pipeline-gpu-6gscd-4052565872,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-14 05:45:00+00:00,2,5 days 17:30:00
run-pipeline-gpu-gjvg9-1789996226,task,PROJECT_7,ns-16904458681476984,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-16 06:00:00+00:00,4,7 days 17:45:00
run-pipeline-gpu-5k6vd-106796021,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-14 05:45:00+00:00,2,5 days 17:30:00
run-pipeline-gpu-brrw5-2583146811,task,PROJECT_11,ns-1682430413891001,,2023-11-08 12:15:00+00:00,2024-01-04 23:45:00+00:00,4,57 days 11:30:00
run-pipeline-gpu-5k6vd-106796021,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-15 06:45:00+00:00,2,6 days 18:30:00
run-pipeline-gpu-6gscd-4052565872,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-14 05:45:00+00:00,2,5 days 17:30:00
run-pipeline-gpu-qgdht-488548089,task,PROJECT_5,ns-1690440796148727,,2023-11-08 12:15:00+00:00,2023-11-23 15:45:00+00:00,1,15 days 03:30:00
run-pipeline-gpu-dzqlw-1162961189,task,PROJECT_5,ns-1690440796148727,TEAM_2,2023-11-08 12:15:00+00:00,2023-11-14 02:30:00+00:00,1,5 days 14:15:00
run-pipeline-gpu-gjvg9-1789996226,task,PROJECT_7,ns-16904458681476984,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-16 06:00:00+00:00,4,7 days 17:45:00
run-pipeline-gpu-8g5pb-2879794351,task,PROJECT_13,ns-16904409679649498,,2023-11-08 12:15:00+00:00,2023-11-22 01:30:00+00:00,8,13 days 13:15:00
run-pipeline-gpu-brrw5-2583146811,task,PROJECT_11,ns-1682430413891001,,2023-11-08 12:15:00+00:00,2024-01-04 23:45:00+00:00,4,57 days 11:30:00
run-pipeline-gpu-gjvg9-1789996226,task,PROJECT_7,ns-16904458681476984,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-16 06:00:00+00:00,4,7 days 17:45:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-brrw5-2583146811,task,PROJECT_11,ns-1682430413891001,,2023-11-08 12:15:00+00:00,2024-01-04 23:45:00+00:00,4,57 days 11:30:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-hbv98-3605332206,task,PROJECT_10,ns-16971081797966623,,2023-11-08 12:15:00+00:00,2024-02-07 15:00:00+00:00,8,91 days 02:45:00
run-pipeline-gpu-brrw5-2583146811,task,PROJECT_11,ns-1682430413891001,,2023-11-08 12:15:00+00:00,2024-01-04 23:45:00+00:00,4,57 days 11:30:00
run-pipeline-gpu-tdn9x-3826168464,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-08 12:15:00+00:00,2024-01-05 08:00:00+00:00,1,57 days 19:45:00
run-pipeline-gpu-249fz-1917604606,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-11 07:15:00+00:00,1,2 days 19:00:00
run-pipeline-gpu-m46vh-3517775556,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-08 12:15:00+00:00,2023-11-16 08:15:00+00:00,1,7 days 20:00:00
run-pipeline-gpu-kb27t-3379495359,task,PROJECT_17,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-12 16:45:00+00:00,1,3 days 09:15:00
run-pipeline-gpu-vxk4g-2272960119,task,PROJECT_17,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-11 19:45:00+00:00,1,2 days 12:15:00
run-pipeline-gpu-mzxmw-1728086594,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-09 07:30:00+00:00,2023-11-10 03:45:00+00:00,1,0 days 20:15:00
run-pipeline-gpu-fnld8-991320353,task,PROJECT_17,ns-16904374776309414,,2023-11-09 07:30:00+00:00,2023-11-11 01:30:00+00:00,1,1 days 18:00:00
run-pipeline-gpu-dwdpk-1858045587,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-10 01:00:00+00:00,2023-11-10 01:15:00+00:00,4,0 days 00:15:00
run-pipeline-gpu-dwdpk-1858045587,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-10 01:00:00+00:00,2023-11-10 01:15:00+00:00,4,0 days 00:15:00
run-pipeline-gpu-dwdpk-1858045587,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-10 01:00:00+00:00,2023-11-10 01:15:00+00:00,4,0 days 00:15:00
run-pipeline-gpu-dwdpk-1858045587,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-10 01:00:00+00:00,2023-11-10 01:15:00+00:00,4,0 days 00:15:00
run-pipeline-gpu-2zm9z-2928502513,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-10 02:15:00+00:00,2023-11-10 02:45:00+00:00,1,0 days 00:30:00
run-pipeline-gpu-sbk8h-2282085431,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00,1,0 days 00:15:00
run-pipeline-gpu-n8z87-2676103458,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:00:00+00:00,2023-11-11 07:45:00+00:00,1,0 days 00:45:00
run-pipeline-gpu-t7dvb-3880253144,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:00:00+00:00,2023-11-11 07:15:00+00:00,1,0 days 00:15:00
run-pipeline-gpu-5rxcj-280418497,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 07:45:00+00:00,2023-11-20 08:15:00+00:00,1,9 days 00:30:00
run-pipeline-gpu-vj5n4-2599679878,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-11 08:00:00+00:00,2023-11-17 22:15:00+00:00,1,6 days 14:15:00
run-pipeline-gpu-t8f9p-304554660,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-11 12:00:00+00:00,2023-11-11 13:15:00+00:00,1,0 days 01:15:00
run-pipeline-gpu-fsvst-120632241,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-11 13:15:00+00:00,2023-11-12 04:45:00+00:00,1,0 days 15:30:00
run-pipeline-gpu-b7drh-3444738588,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-12 04:30:00+00:00,2023-11-12 04:45:00+00:00,1,0 days 00:15:00
run-pipeline-gpu-b7kcj-3614906754,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-13 02:15:00+00:00,2023-11-13 05:45:00+00:00,2,0 days 03:30:00
run-pipeline-gpu-cwpcn-377226272,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-13 02:15:00+00:00,2023-11-15 03:00:00+00:00,1,2 days 00:45:00
run-pipeline-gpu-b7kcj-3614906754,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-13 02:15:00+00:00,2023-11-14 00:30:00+00:00,2,0 days 22:15:00
run-pipeline-gpu-ff44j-3079852243,task,PROJECT_1,ns-16904458533318198,,2023-11-13 05:45:00+00:00,2023-11-13 06:30:00+00:00,1,0 days 00:45:00
run-pipeline-gpu-jk789-511130492,task,PROJECT_1,ns-16904458533318198,,2023-11-13 06:30:00+00:00,2023-11-14 00:30:00+00:00,1,0 days 18:00:00
run-pipeline-gpu-pzqs7-1201351252,task,PROJECT_4,ns-16904413105821052,TEAM_4,2023-11-13 06:30:00+00:00,2023-11-15 03:30:00+00:00,1,1 days 21:00:00
run-pipeline-gpu-2g9n4-268950333,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-14 01:45:00+00:00,2023-11-14 05:30:00+00:00,2,0 days 03:45:00
run-pipeline-gpu-2g9n4-268950333,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-14 01:45:00+00:00,2023-11-14 05:30:00+00:00,2,0 days 03:45:00
run-pipeline-gpu-sq4js-4215513372,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 05:45:00+00:00,2023-11-15 06:45:00+00:00,1,1 days 01:00:00
run-pipeline-gpu-xnpsz-830121636,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 05:45:00+00:00,2023-12-20 23:45:00+00:00,2,36 days 18:00:00
run-pipeline-gpu-xnpsz-830121636,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 05:45:00+00:00,2023-12-20 23:45:00+00:00,2,36 days 18:00:00
run-pipeline-gpu-lq5c6-4242495716,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 06:00:00+00:00,2023-11-27 15:30:00+00:00,2,13 days 09:30:00
run-pipeline-gpu-lq5c6-4242495716,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-14 06:00:00+00:00,2023-11-27 06:45:00+00:00,2,13 days 00:45:00
run-pipeline-gpu-hlx6w-1170047220,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-15 01:45:00+00:00,2023-11-15 08:00:00+00:00,1,0 days 06:15:00
run-pipeline-gpu-lwm5h-203195454,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-15 05:30:00+00:00,2023-11-22 05:00:00+00:00,2,6 days 23:30:00
run-pipeline-gpu-lwm5h-203195454,task,PROJECT_1,ns-16904458533318198,TEAM_2,2023-11-15 05:30:00+00:00,2023-11-22 05:00:00+00:00,2,6 days 23:30:00
run-pipeline-gpu-rm2rv-1167110538,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 01:00:00+00:00,2023-11-21 02:00:00+00:00,2,5 days 01:00:00
run-pipeline-gpu-rm2rv-1167110538,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 01:00:00+00:00,2023-11-21 02:00:00+00:00,2,5 days 01:00:00
run-pipeline-gpu-w4475-3615018934,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 02:00:00+00:00,2023-11-17 00:15:00+00:00,2,0 days 22:15:00
run-pipeline-gpu-w4475-3615018934,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 02:00:00+00:00,2023-11-17 00:15:00+00:00,2,0 days 22:15:00
run-pipeline-gpu-6pclb-2524450674,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-16 09:15:00+00:00,2023-11-17 04:30:00+00:00,1,0 days 19:15:00
run-pipeline-gpu-qmx54-2022652188,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 00:15:00+00:00,2023-11-18 10:45:00+00:00,2,1 days 10:30:00
run-pipeline-gpu-qmx54-2022652188,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 00:15:00+00:00,2023-11-18 10:45:00+00:00,2,1 days 10:30:00
run-pipeline-gpu-6ql2z-47053424,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 04:30:00+00:00,2023-11-18 05:30:00+00:00,2,1 days 01:00:00
run-pipeline-gpu-6ql2z-47053424,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 04:30:00+00:00,2023-11-18 05:30:00+00:00,2,1 days 01:00:00
run-pipeline-gpu-tz82p-1112139773,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-17 08:00:00+00:00,2023-11-29 23:15:00+00:00,1,12 days 15:15:00
run-pipeline-gpu-4nkqq-346609950,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-18 10:45:00+00:00,2023-11-22 21:30:00+00:00,2,4 days 10:45:00
run-pipeline-gpu-4nkqq-346609950,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-18 10:45:00+00:00,2023-11-22 21:30:00+00:00,2,4 days 10:45:00
run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 06:15:00+00:00,2024-01-03 19:00:00+00:00,4,45 days 12:45:00
run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 06:15:00+00:00,2024-01-17 22:15:00+00:00,4,59 days 16:00:00
run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 06:15:00+00:00,2024-01-17 22:15:00+00:00,4,59 days 16:00:00
run-pipeline-gpu-lf7vc-27533901,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-19 06:15:00+00:00,2023-11-22 22:15:00+00:00,4,3 days 16:00:00
run-pipeline-gpu-99pnm-2110579444,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-20 01:15:00+00:00,2023-11-22 08:00:00+00:00,2,2 days 06:45:00
run-pipeline-gpu-99pnm-2110579444,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-20 01:15:00+00:00,2023-11-27 02:00:00+00:00,2,7 days 00:45:00
run-pipeline-gpu-cxq25-2788092908,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-20 06:15:00+00:00,2023-11-20 18:30:00+00:00,1,0 days 12:15:00
run-pipeline-gpu-4vp9q-2824256533,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-20 11:00:00+00:00,2023-11-21 07:15:00+00:00,1,0 days 20:15:00
run-pipeline-gpu-4pbf4-2042923357,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 01:45:00+00:00,2023-11-22 07:00:00+00:00,2,1 days 05:15:00
run-pipeline-gpu-4pbf4-2042923357,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 01:45:00+00:00,2023-11-21 07:00:00+00:00,2,0 days 05:15:00
run-pipeline-gpu-hdxcg-3799891687,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 01:45:00+00:00,2023-11-21 05:00:00+00:00,1,0 days 03:15:00
run-pipeline-gpu-p57rk-1836437728,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 02:00:00+00:00,2023-12-12 06:00:00+00:00,1,21 days 04:00:00
run-pipeline-gpu-986dx-1821147938,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 04:00:00+00:00,2023-11-27 02:00:00+00:00,1,5 days 22:00:00
run-pipeline-gpu-pkn5k-2293202526,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 07:00:00+00:00,2023-11-21 07:15:00+00:00,2,0 days 00:15:00
run-pipeline-gpu-pkn5k-2293202526,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 07:00:00+00:00,2023-11-21 07:15:00+00:00,2,0 days 00:15:00
run-pipeline-gpu-nxw68-2238497002,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 08:15:00+00:00,2023-11-21 11:15:00+00:00,4,0 days 03:00:00
run-pipeline-gpu-nxw68-2238497002,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 08:15:00+00:00,2023-11-21 11:15:00+00:00,4,0 days 03:00:00
run-pipeline-gpu-nxw68-2238497002,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 08:15:00+00:00,2023-11-21 11:15:00+00:00,4,0 days 03:00:00
run-pipeline-gpu-nxw68-2238497002,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 08:15:00+00:00,2023-11-21 11:15:00+00:00,4,0 days 03:00:00
run-pipeline-gpu-mbjlq-2199334477,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 08:30:00+00:00,2023-11-22 02:15:00+00:00,2,0 days 17:45:00
run-pipeline-gpu-mbjlq-2199334477,task,PROJECT_17,ns-16904374776309414,TEAM_3,2023-11-21 08:30:00+00:00,2023-11-22 03:15:00+00:00,2,0 days 18:45:00
run-pipeline-gpu-46rld-602076289,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 23:30:00+00:00,2023-11-22 02:00:00+00:00,2,0 days 02:30:00
run-pipeline-gpu-46rld-602076289,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-21 23:30:00+00:00,2023-11-22 02:00:00+00:00,2,0 days 02:30:00
run-pipeline-gpu-46s9c-67508572,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 01:30:00+00:00,2023-11-22 08:00:00+00:00,1,0 days 06:30:00
run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 01:45:00+00:00,2023-12-11 08:00:00+00:00,4,19 days 06:15:00
run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 01:45:00+00:00,2023-12-11 08:00:00+00:00,4,19 days 06:15:00
run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 01:45:00+00:00,2023-11-22 02:15:00+00:00,4,0 days 00:30:00
run-pipeline-gpu-5brzp-577411358,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 01:45:00+00:00,2023-12-11 08:00:00+00:00,4,19 days 06:15:00
run-pipeline-gpu-6tgb8-2521588706,task,PROJECT_13,ns-16904409679649498,,2023-11-22 02:15:00+00:00,2023-12-11 08:00:00+00:00,1,19 days 05:45:00
run-pipeline-gpu-mcfj5-3790648592,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 05:00:00+00:00,2023-11-25 05:15:00+00:00,3,3 days 00:15:00
run-pipeline-gpu-mcfj5-3790648592,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 05:00:00+00:00,2023-11-25 05:15:00+00:00,3,3 days 00:15:00
run-pipeline-gpu-mcfj5-3790648592,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 05:00:00+00:00,2023-11-25 05:15:00+00:00,3,3 days 00:15:00
run-pipeline-gpu-htrtb-3514714329,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:00:00+00:00,2023-11-25 05:15:00+00:00,1,2 days 21:15:00
run-pipeline-gpu-q8vbq-2566611081,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:00:00+00:00,2023-11-22 08:30:00+00:00,1,0 days 00:30:00
run-pipeline-gpu-7kdt4-947760339,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:00:00+00:00,2023-11-23 08:15:00+00:00,1,1 days 00:15:00
run-pipeline-gpu-d4g2l-1314559116,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:30:00+00:00,2023-11-22 09:30:00+00:00,1,0 days 01:00:00
run-pipeline-gpu-9pkrt-881083773,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:45:00+00:00,2023-11-22 16:00:00+00:00,1,0 days 07:15:00
run-pipeline-gpu-dt55x-1628821327,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 08:45:00+00:00,2023-11-26 21:00:00+00:00,1,4 days 12:15:00
run-pipeline-gpu-mbfp8-2125459996,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 09:00:00+00:00,2023-11-25 05:15:00+00:00,3,2 days 20:15:00
run-pipeline-gpu-mbfp8-2125459996,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 09:00:00+00:00,2023-11-25 05:15:00+00:00,3,2 days 20:15:00
run-pipeline-gpu-mbfp8-2125459996,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 09:00:00+00:00,2023-11-25 05:15:00+00:00,3,2 days 20:15:00
run-pipeline-gpu-sm76l-3164891348,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 09:30:00+00:00,2023-12-01 06:30:00+00:00,1,8 days 21:00:00
run-pipeline-gpu-z4hc6-3142920312,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 12:30:00+00:00,2023-11-25 02:45:00+00:00,2,2 days 14:15:00
run-pipeline-gpu-z4hc6-3142920312,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 12:30:00+00:00,2023-11-25 02:45:00+00:00,2,2 days 14:15:00
run-pipeline-gpu-zwfd5-1679737841,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 21:30:00+00:00,2023-11-25 02:45:00+00:00,2,2 days 05:15:00
run-pipeline-gpu-5q9nj-652192610,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 21:30:00+00:00,2023-11-24 01:45:00+00:00,2,1 days 04:15:00
run-pipeline-gpu-zwfd5-1679737841,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 21:30:00+00:00,2023-11-24 07:30:00+00:00,2,1 days 10:00:00
run-pipeline-gpu-5q9nj-652192610,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-22 21:30:00+00:00,2023-11-24 01:45:00+00:00,2,1 days 04:15:00
run-pipeline-gpu-8th7f-3514670650,task,PROJECT_2,ns-16909377696061704,TEAM_1,2023-11-22 22:15:00+00:00,2024-01-03 18:45:00+00:00,1,41 days 20:30:00
run-pipeline-gpu-lj484-3628558047,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 00:00:00+00:00,2023-11-29 15:45:00+00:00,1,6 days 15:45:00
run-pipeline-gpu-4q4ks-962390192,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 02:15:00+00:00,2023-11-23 02:30:00+00:00,1,0 days 00:15:00
run-pipeline-gpu-p6wm9-4237331130,task,PROJECT_13,ns-16904409679649498,TEAM_1,2023-11-23 04:15:00+00:00,2023-11-24 09:15:00+00:00,1,1 days 05:00:00
